,Date,Day No,Daily measure,Cumulative deviation,Measure interval,Daily Deviation,Position,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23
40,2024-09-08,41.0,14.0,14.0,1.0,0.5,,,,,,,,,,,,,,,,,,
41,2024-09-09,42.0,14.0,14.0,1.0,0.0,,,,,,,,,,,,,,,,,,
42,2024-09-10,43.0,14.5,14.5,1.0,0.5,,,,,,,,,,,,,,,,,,
43,2024-09-11,44.0,15.0,15.0,1.0,0.5,,,,,,,,,,,,,,,,,,
44,2024-09-12,45.0,15.5,15.5,1.0,0.5,,,,,,,,,,,,,,,,,,
45,2024-09-13,46.0,16.0,16.0,1.0,0.5,,,,,,,,,,,,,,,,,,
46,2024-09-14,47.0,16.0,16.0,1.0,0.0,,,,,,,,,,,,,,,,,,
47,2024-09-15,48.0,16.5,16.5,1.0,0.5,,,,,,,,,,,,,,,,,,
48,2024-09-16,49.0,17.0,17.0,1.0,0.5,,,,,,,,,,,,,,,,,,
49,2024-09-17,50.0,17.0,17.0,1.0,0.0,,,,,,,,,,,,,,,,,,
50,2024-09-18,51.0,17.5,17.5,1.0,0.5,,,,,,,,,,,,,,,,,,
51,2024-09-19,52.0,18.5,18.5,1.0,1.0,,,,,,,,,,,,,,,,,,
52,2024-09-20,53.0,18.5,18.5,1.0,0.0,,,,,,,,,,,,,,,,,,
53,2024-09-21,54.0,19.0,19.0,1.0,0.5,,,,,,,,,,,,,,,,,,
54,2024-09-22,55.0,19.5,19.5,1.0,0.5,,,,,,,,,,,,,,,,,,
55,2024-09-23,56.0,,,,,,,,,,,,,,,,,,,,,,
56,2024-09-24,57.0,,,,,,,,,,,,,,,,,,,,,,
57,2024-09-25,58.0,,,,,,,,,,,,,,,,,,,,,,750.0
58,2024-09-26,59.0,,,,,,,,,,,,,,,,,,,,,,
59,2024-09-27,60.0,21.0,21.0,,,,,,,,,,,,,,,,,,,,
60,2024-09-28,61.0,21.0,21.0,1.0,0.0,,,,,,,,,,,,,,,,,,
61,2024-09-29,62.0,21.5,21.5,1.0,0.5,,,,,,,,,,,,,,,,,,
62,2024-09-30,63.0,22.0,22.0,1.0,0.5,,,,,,,,,,,,,,,,,,
63,2024-10-01,64.0,22.0,22.0,1.0,0.0,,,,,,,,,,,,,,,,,,
64,2024-10-02,65.0,22.5,22.5,1.0,0.5,,,,,,,,,,,,,,,,,,
65,2024-10-03,66.0,23.0,23.0,1.0,0.5,,,,,,,,,,,,,,,,,,
66,2024-10-04,67.0,13.0,13.0,1.0,-10.0,Unexplained,,,,,,,,,,,,,,,,,
67,2024-10-05,68.0,13.5,13.5,1.0,0.5,,,,,,,,,,10800.0,,,,,,,,
68,2024-10-06,69.0,14.0,14.0,1.0,0.5,,,,,,,,,,,,,,,,,,
69,2024-10-07,70.0,14.0,14.0,1.0,0.0,,,,,,,,,,,,,,,,,,
70,2024-10-08,71.0,14.0,14.0,1.0,0.0,,,,,,,,,,,,,,,,,,
71,2024-10-09,72.0,15.0,15.0,1.0,1.0,,,,,,,,,,,,,,,,,,
72,2024-10-10,73.0,15.0,15.0,1.0,0.0,,,,,,,,,,,,,,,,,,
73,2024-10-11,74.0,15.5,15.5,1.0,0.5,,,,,,,,,,,,,,,,,,
74,2024-10-12,75.0,16.5,16.5,1.0,1.0,,,,,,,,,,,,,,,,,,
75,2024-10-13,76.0,16.0,16.0,1.0,-0.5,,,,,,,,,,,,,,,,,,
76,2024-10-14,77.0,16.5,16.5,1.0,0.5,,,,,,,,,,,,,,,,,,
77,2024-10-15,78.0,,,,,,,,,,,,,,,,,,,,,,
78,2024-10-16,79.0,,,,,,,,,,,,,,,,,,,,,,
79,2024-10-17,80.0,,,,,,,,,,,,,,,,,,,,,,
80,2024-10-18,81.0,,,,,,,,,,,,,,,,,,,,,,
81,2024-10-19,82.0,,,,,,,,,,,,,,,,,,,,,,
82,2024-10-20,83.0,,,,,,,,,,,,,,,,,,,,,,
83,2024-10-21,84.0,,,,,,,,,,,,,,,,,,,,,,
84,2024-10-22,85.0,,,,,,,,,,,,,,,,,,,,,,
85,2024-10-23,86.0,,,,,,,,,,,,,,,,,,,,,,
86,2024-10-24,87.0,,,,,,,,,,,,,,,,,,,,,,
87,2024-10-25,88.0,,,,,,,,,,,,,,,,,,,,,,
88,2024-10-26,,,,,,,,,,,,,,,,,,,,,,,
89,2024-10-27,,,,,,,,,,,,,,,,,,,,,,,
90,2024-10-28,,,,,,,,,,,,,,,,,,,,,,,
91,2024-10-29,,,,,,,,,,,,,,,,,,,,,,,
92,2024-10-30,,,,,,,,,,,,,,,,,,,,,,,
93,2024-10-31,,,,,,,,,,,,,,,,,,,,,,,
94,2024-11-01,,,,,,,,,,,,,,,,,,,,,,,
95,2024-11-02,,,,,,,,,,,,,,,,,,,,,,,
96,2024-11-03,,,,,,,,,,,,,,,,,,,,,,,
97,2024-11-04,,,,,,,,,,,,,,,,,,,,,,,
98,2024-11-05,,,,,,,,,,,,,,,,,,,,,,,
99,2024-11-06,,,,,,,,,,,,,,,,,,,,,,,
100,2024-11-07,,,,,,,,,,,,,,,,,,,,,,,
101,2024-11-08,,,,,,,,,,,,,,,,,,,,,,,
102,2024-11-09,,,,,,,,,,,,,,,,,,,,,,,
103,2024-11-10,,,,,,,,,,,,,,,,,,,,,,,
104,2024-11-11,,,,,,,,,,,,,,,,,,,,,,,
105,2024-11-12,,,,,,,,,,,,,,,,,,,,,,,
106,2024-11-13,,,,,,,,,,,,,,,,,,,,,,,
107,2024-11-14,,,,,,,,,,,,,,,,,,,,,,,
108,2024-11-15,,,,,,,,,,,,,,,,,,,,,,,
109,2024-11-16,,,,,,,,,,,,,,,,,,,,,,,
110,2024-11-17,,,,,,,,,,,,,,,,,,,,,,,
111,2024-11-18,,,,,,,,,,,,,,,,,,,,,,,
112,2024-11-19,,,,,,,,,,,,,,,,,,,,,,,
113,2024-11-20,,,,,,,,,,,,,,,,,,,,,,,
114,2024-11-21,,,,,,,,,,,,,,,,,,,,,,,
115,2024-11-22,,,,,,,,,,,,,,,,,,,,,,,
116,2024-11-23,,,,,,,,,,,,,,,,,,,,,,,
117,2024-11-24,,,,,,,,,,,,,,,,,,,,,,,
118,2024-11-25,,,,,,,,,,,,,,,,,,,,,,,
119,2024-11-26,,,,,,,,,,,,,,,,,,,,,,,
120,2024-11-27,,,,,,,,,,,,,,,,,,,,,,,
121,2024-11-28,,,,,,,,,,,,,,,,,,,,,,,
122,2024-11-29,,,,,,,,,,,,,,,,,,,,,,,
123,2024-11-30,,,,,,,,,,,,,,,,,,,,,,,
124,2024-12-01,,,,,,,,,,,,,,,,,,,,,,,
125,2024-12-02,,,,,,,,,,,,,,,,,,,,,,,
126,2024-12-03,,,,,,,,,,,,,,,,,,,,,,,
127,2024-12-04,,,,,,,,,,,,,,,,,,,,,,,
128,2024-12-05,,,,,,,,,,,,,,,,,,,,,,,
129,2024-12-06,,,,,,,,,,,,,,,,,,,,,,,
130,2024-12-07,,,,,,,,,,,,,,,,,,,,,,,
131,2024-12-08,,,,,,,,,,,,,,,,,,,,,,,
132,2024-12-09,,,,,,,,,,,,,,,,,,,,,,,
133,2024-12-10,,,,,,,,,,,,,,,,,,,,,,,
134,2024-12-11,,,,,,,,,,,,,,,,,,,,,,,
135,2024-12-12,,,,,,,,,,,,,,,,,,,,,,,
136,2024-12-13,,,,,,,,,,,,,,,,,,,,,,,
137,2024-12-14,,,,,,,,,,,,,,,,,,,,,,,
138,2024-12-15,,,,,,,,,,,,,,,,,,,,,,,
139,2024-12-16,,,,,,,,,,,,,,,,,,,,,,,
140,2024-12-17,,,,,,,,,,,,,,,,,,,,,,,
141,2024-12-18,,,,,,,,,,,,,,,,,,,,,,,
142,2024-12-19,,,,,,,,,,,,,,,,,,,,,,,
143,2024-12-20,,,,,,,,,,,,,,,,,,,,,,,
144,2024-12-21,,,,,,,,,,,,,,,,,,,,,,,
145,2024-12-22,,,,,,,,,,,,,,,,,,,,,,,
146,2024-12-23,,,,,,,,,,,,,,,,,,,,,,,
147,2024-12-24,,,,,,,,,,,,,,,,,,,,,,,
148,2024-12-25,,,,,,,,,,,,,,,,,,,,,,,
