Date,Unnamed: 1,Daily measure,Cumulative deviation,Measure interval,Daily Deviation,Position,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23
,,,,,,,,,,,1580,26.333333333333332,,,,,,,,,,,
,,,,,,,,,,,1590,26.5,,,,,,,,,,,
,,,,,,,,,,,1607,26.783333333333335,,,,,,,,,,,
,,,,,,,,,,,1620,27.0,,,,,,,,,,,
,,,,,,,,,,,1650,27.5,,,,,,,,,,,
,,,,,,,,,,,1680,28.0,,,,,,,,,,,
,,,,,,,,,,,1710,28.5,,,,,,,,,,,
,,,,,,,,,,,1730,28.833333333333332,,,,,,,,,,,
,,,,,,,,,,,1748,29.133333333333333,,,,,,,,,,,
,,,,,,,,,,,1759,29.316666666666666,,,,,,,,,,,
,,,,,,,,,,,1800,30.0,,,,,,,,,,,
,,,,,,,,,,,1860,31.0,,,,,,,,,,,
,,,,,,,,,,,1882,31.366666666666667,,,,,,,,,,,
,,,,,,,,,,,1920,32.0,,,,,,,,,,,
,,,,,,,,,,,1950,32.5,,,,,,,,,,,
,,,,,,,,,,,1980,33.0,,,,,,,,,,,
,,,,,,,,,,,2070,34.5,,,,,,,,,,,
